Latitude,Longitude,Sample_ID,Sample_Material_Eng,Sample_Material,Measuring_Institution..Eng.,Measuring_Institution,Pretreatment_Institution_Eng,Pretreatment_Institution_.only.if.different.from.AMS.Lab.,Measurement_Date,R_Combine_Note,Mismatch_Flag,BP,error,Period_New,Site_Code_Eng,Site_Code,Site_OG_Eng,Site_OG,Feature,FeatureType_Eng,Feature_Type,Excavating_Institution_Eng,Excavating_Institution,Year,Sub_Region,Total_Houses,median
37.35,127.346,,Organic material (charcoal),유기물(목탄),Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,Carbon Analysis Lab,㈜카본에널리시스랩,,,,1850,40,ProtoThree,Gwangju Gonjiam-ri,광주 곤지암리,Gwangju Gonjiam-ri Site III,광주 곤지암리 유적Ⅲ,31호 주거지(3-1구역),Dwelling,주거지,Gyeonggi History and Cultural Heritage Center,기전문화재연구원(2023),2023,Southern Gyeonggi,133,1762
37.35,127.346,,Organic material (charcoal),유기물(목탄),Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,Carbon Analysis Lab,㈜카본에널리시스랩,,,,1870,40,ProtoThree,Gwangju Gonjiam-ri,광주 곤지암리,Gwangju Gonjiam-ri Site III,광주 곤지암리 유적Ⅲ,26호 주거지(3-1구역),Dwelling,주거지,Gyeonggi History and Cultural Heritage Center,기전문화재연구원(2023),2023,Southern Gyeonggi,133,1779
37.35,127.346,,Organic material (charcoal),유기물(목탄),Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,Carbon Analysis Lab,㈜카본에널리시스랩,,,,1880,40,ProtoThree,Gwangju Gonjiam-ri,광주 곤지암리,Gwangju Gonjiam-ri Site III,광주 곤지암리 유적Ⅲ,39호 주거지(4구역),Dwelling,주거지,Gyeonggi History and Cultural Heritage Center,기전문화재연구원(2023),2023,Southern Gyeonggi,133,1788
37.35,127.346,,Organic material (charcoal),유기물(목탄),Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,Carbon Analysis Lab,㈜카본에널리시스랩,,,,1910,30,ProtoThree,Gwangju Gonjiam-ri,광주 곤지암리,Gwangju Gonjiam-ri Site III,광주 곤지암리 유적Ⅲ,1호 주거지(3-2구역),Dwelling,주거지,Gyeonggi History and Cultural Heritage Center,기전문화재연구원(2023),2023,Southern Gyeonggi,133,1818
37.35,127.346,,Organic material (charcoal),유기물(목탄),Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,Carbon Analysis Lab,㈜카본에널리시스랩,,,,1910,30,ProtoThree,Gwangju Gonjiam-ri,광주 곤지암리,Gwangju Gonjiam-ri Site III,광주 곤지암리 유적Ⅲ,37호 수혈(4구역),Dwelling,주거지,Gyeonggi History and Cultural Heritage Center,기전문화재연구원(2023),2023,Southern Gyeonggi,133,1818
37.4016,127.253,,Organic material (charcoal),유기물(목탄),Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질지원연구원,Carbon Analysis Lab,㈜카본에널리시스랩,,,,1760,30,ProtoThree,Gwangju Yeok-dong,광주 역동,Gwangju Yeok-dong 216-27,광주 역동 216-27,주거지 4호 부뚜막내부,Dwelling,주거지,Korea Cultural Heritage Institute,한국문화유산연구원,2021,Southern Gyeonggi,17,1647
37.4016,127.253,,Organic material (charcoal),유기물(목탄),Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질지원연구원,Carbon Analysis Lab,㈜카본에널리시스랩,,,,1760,30,ProtoThree,Gwangju Yeok-dong,광주 역동,Gwangju Yeok-dong 216-27,광주 역동 216-27,주거지 5호,Dwelling,주거지,Korea Cultural Heritage Institute,한국문화유산연구원,2021,Southern Gyeonggi,17,1647
37.392,127.242,PLD-8767,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2010(보고서),R_Combined,,2502,19,Bronze,Gwangju Yeok-dong,광주 역동,Gwangju Jangjidong Settlement site,광주 장지동 취락유적,청4호 주거지,Dwelling,주거지,Gyeonggi History and Cultural Heritage Center,경기문화재연구원,2010,Southern Gyeonggi,50,2581
37.392,127.242,PLD-8766,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2010(보고서),,,2530,20,Bronze,Gwangju Yeok-dong,광주 역동,Gwangju Jangjidong Settlement site,광주 장지동 취락유적,청3호 주거지,Dwelling,주거지,Gyeonggi History and Cultural Heritage Center,경기문화재연구원,2010,Southern Gyeonggi,50,2620
37.392,127.242,PLD-8773,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2010(보고서),,,2545,20,Bronze,Gwangju Yeok-dong,광주 역동,Gwangju Jangjidong Settlement site,광주 장지동 취락유적,청8호 주거지,Dwelling,주거지,Gyeonggi History and Cultural Heritage Center,경기문화재연구원,2010,Southern Gyeonggi,50,2709
37.4016,127.253,Beta-561962,Charcoal (wood charcoal),목탄,Beta Analytic,Beta Analytic Radiocarbon Dating Laboratory,,,,,,1720,22,ProtoThree,Gwangju Yeok-dong,광주 역동,Gwangju Yeok-dong 216-31,광주 역동 216-31,3호 주거지,Dwelling,주거지,History Institute of Cultural Heritage,역사문화재연구원,2020,Southern Gyeonggi,17,1604
37.392,127.242,KISTAMS 1900035,Charcoal?,목탄?,Korea Institute of Science and Technology (KIST),한국과학기술연구원,,,,,,1386,22,ProtoThree,Gwangju Jangji-dong,광주 장지동,Gwangju Jangji-dong 174-1,광주 장지동 174-1번지,삼국시대 주거지1-아궁이,Dwelling,주거지,Korea Heritage Agency,한국문화재재단,2018,Southern Gyeonggi,32,1300
37.594,126.759,KISTAMS 1800141,Not specified,,Korea Institute of Science and Technology (KIST),한국과학기술연구원(KIST),,,2018-10-10(의뢰일),,,2781,22,Bronze,Gimpo Singok-ri,김포 신곡리,Gimpo Singokri,김포 신곡리 유적,1지점 청동기시대 5호 주거지,Dwelling,주거지,Jungbu Institute for Archaeology,중부고고학연구소,2018,West Coast,6,2877
37.594,126.759,KISTAMS 1800140,Not specified,,Korea Institute of Science and Technology (KIST),한국과학기술연구원(KIST),,,2018-10-10(의뢰일),,,2804,30,Bronze,Gimpo Singok-ri,김포 신곡리,Gimpo Singokri,김포 신곡리 유적,1지점 청동기시대 3호 주거지,Dwelling,주거지,Jungbu Institute for Archaeology,중부고고학연구소,2018,West Coast,6,2907
37.594,126.759,KISTAMS 1800142,Not specified,,Korea Institute of Science and Technology (KIST),한국과학기술연구원(KIST),,,2018-10-10(의뢰일),,,2893,30,Bronze,Gimpo Singok-ri,김포 신곡리,Gimpo Singokri,김포 신곡리 유적,1지점 청동기시대 6호 주거지,Dwelling,주거지,Jungbu Institute for Archaeology,중부고고학연구소,2018,West Coast,6,3026
37.392,127.242,KISTAMS 1900037,Charcoal?,목탄?,Korea Institute of Science and Technology (KIST),한국과학기술연구원,,,,,,1508,23,ProtoThree,Gwangju Jangji-dong,광주 장지동,Gwangju Jangji-dong 174-1,광주 장지동 174-1번지,삼국시대 주거지4-노지,Dwelling,주거지,Korea Heritage Agency,한국문화재재단,2018,Southern Gyeonggi,32,1377
37.392,127.242,KISTAMS 1900036,Charcoal?,목탄?,Korea Institute of Science and Technology (KIST),한국과학기술연구원,,,,,,1975,25,ProtoThree,Gwangju Jangji-dong,광주 장지동,Gwangju Jangji-dong 174-1,광주 장지동 174-1번지,삼국시대 주거지3-아궁이,Dwelling,주거지,Korea Heritage Agency,한국문화재재단,2018,Southern Gyeonggi,32,1906
37.392,127.242,PLD-8770,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2010(보고서),R_Combined,,1630,19,ProtoThree,Gwangju Jangji-dong,광주 장지동,Gwangju Jangjidong Settlement site,광주 장지동 취락유적,원~백19호 주거지,Dwelling,주거지,Gyeonggi History and Cultural Heritage Center,경기문화재연구원,2010,Southern Gyeonggi,32,1497
37.392,127.242,PLD-8376,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2010(보고서),,,1685,20,ProtoThree,Gwangju Jangji-dong,광주 장지동,Gwangju Jangjidong Settlement site,광주 장지동 취락유적,원~백10호 주거지,Dwelling,주거지,Gyeonggi History and Cultural Heritage Center,경기문화재연구원,2010,Southern Gyeonggi,32,1569
37.392,127.242,PLD-9212,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2010(보고서),,,1690,25,ProtoThree,Gwangju Jangji-dong,광주 장지동,Gwangju Jangjidong Settlement site,광주 장지동 취락유적,원~백24호 주거지,Dwelling,주거지,Gyeonggi History and Cultural Heritage Center,경기문화재연구원,2010,Southern Gyeonggi,32,1577
37.643,126.619,SNU11-200,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/11/17,,,2380,40,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,1-H 5호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2416
37.643,126.619,SNU10-138,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2010/09/14,,,2520,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,2-3(나) 1호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2589
37.643,126.619,SNU10-566,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/01/24,,,2540,40,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,2-1(B-1) 2호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2618
37.643,126.619,SNU10-137,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2010/09/14,,,2550,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,1-L 20호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2621
37.643,126.619,SNU10-553,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/01/24,,,2550,40,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,1-L 6호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2626
37.643,126.619,SNU10-546,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/01/24,,,2560,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,2-1(J) 18호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2628
37.643,126.619,SNU10-544,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/01/24,,,2630,40,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,2-1(J) 16호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2753
37.643,126.619,SNU10-562,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/01/24,,,2630,40,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,2-1(K) 2호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2753
37.643,126.619,SNU10-129,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2010/09/14,,,2650,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,2-1(B) 1호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2769
37.643,126.619,SNU10-131,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2010/09/14,,,2650,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,2-1(J) 13호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2769
37.643,126.619,SNU10-139,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2010/09/14,,,2660,60,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,2-3(나) 3호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2780
37.643,126.619,SNU10-543,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/01/24,,,2670,40,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,2-1(J) 1호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2779
37.643,126.619,SNU10-141,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2010/09/14,,,2680,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,2-3(나) 6호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2795
37.643,126.619,SNU11-199,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/11/17,,,2680,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,1-G 2호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2795
37.643,126.619,SNU11-198,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/11/17,,,2700,40,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,1-G 4호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2805
37.643,126.619,SNU10-548,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/01/24,,,2710,40,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,2-1(J) 10호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2811
37.643,126.619,SNU10-142,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2010/09/14,,,2710,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,2-3(나) 7호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2815
37.643,126.619,SNU10-136,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2010/09/14,,,2720,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,1-L 19호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2821
37.643,126.619,SNU10-130,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2010/09/14,,,2740,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,2-1(J) 4호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2834
37.643,126.619,SNU10-132,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2010/09/14,,,2750,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,1-L 5호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2844
37.643,126.619,SNU10-134,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2010/09/14,,,2750,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,1-L 13호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2844
37.643,126.619,SNU10-560,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/01/24,,,2750,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,1-L 5호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2844
37.643,126.619,SNU10-140,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2010/09/14,,,2760,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,2-3(나) 4호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2855
37.643,126.619,SNU11-201,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/11/17,,,2770,40,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,1-H 12호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2863
37.643,126.619,SNU11-194,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/11/17,,,2770,60,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,1-D 22호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2871
37.643,126.619,SNU10-135,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2010/09/14,,,2800,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,1-L 14호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2904
37.643,126.619,SNU10-133,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2010/09/14,,,2820,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,1-L 12호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2926
37.643,126.619,SNU10-547,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/01/24,,,2820,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,2-1(J) 3호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2926
37.643,126.619,SNU10-558,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/01/24,,,2820,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,1-L 10호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2926
37.643,126.619,SNU10-549,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/01/24,,,2830,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,2-1(J) 6호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2939
37.643,126.619,SNU11-195,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/11/17,,,2850,40,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,1-D 23호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2963
37.643,126.619,SNU10-143,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2010/09/14,,,2850,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,2-3(나) 15호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,2967
37.643,126.619,SNU10-545,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/01/24,,,2900,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,2-1(J) 12호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,3039
37.643,126.619,SNU10-561,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/01/24,,,2900,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,2-1(K) 1호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,3039
37.643,126.619,SNU10-554,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/01/24,,,2910,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,1-L 11호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,3052
37.643,126.619,SNU10-555,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/01/24,,,2910,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,1-L 17호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,3052
37.643,126.619,SNU10-551,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/01/24,,,2920,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,2-1(J) 13호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,3066
37.643,126.619,SNU10-568,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/01/24,,,2920,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,2-3(나) 8호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,3066
37.643,126.619,SNU10-567,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/01/24,,,2950,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,2-1(B-1) 3호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,3108
37.643,126.619,SNU10-559,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/01/24,,,2960,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,1-L 3호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,3122
37.643,126.619,SNU10-556,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/01/24,,,2990,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,1-L 16호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,3170
37.643,126.619,SNU10-565,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/01/24,,,3010,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,2-1(B-1) 1호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,3201
37.643,126.619,SNU10-563,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/01/24,,,3020,50,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,1-K 3호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,3216
37.643,126.619,SNU10-557,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/01/24,,,3090,60,Bronze,Gimpo Yangchon,김포 양촌,Gimpo Yangchon,김포 양촌 유적,1-L 15호 주거지,Dwelling,주거지,Korea Institute of Heritage,고려문화재연구원,2013,West Coast,126,3291
37.654,126.669,PLD-18001,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2013(보고서),,,2745,25,Bronze,Gimpo Unyang-dong,김포 운양동,"Unyang-dong Ⅰ, Gimpo",김포 운양동유적Ⅰ,1-11지점 1호,Dwelling,주거지,Hangang Institute of Cultural Heritage,한강문화재연구원,2013,West Coast,15,2823
37.654,126.669,PLD-21433,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2013(보고서),,,2800,25,Bronze,Gimpo Unyang-dong,김포 운양동,"Unyang-dong Ⅰ, Gimpo",김포 운양동유적Ⅰ,1-11지점 5호,Dwelling,주거지,Hangang Institute of Cultural Heritage,한강문화재연구원,2013,West Coast,15,2904
37.392,127.242,PLD-9211,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2010(보고서),R_Combined,,1714,19,ProtoThree,Gwangju Jangji-dong,광주 장지동,Gwangju Jangjidong Settlement site,광주 장지동 취락유적,원~백20호 주거지,Dwelling,주거지,Gyeonggi History and Cultural Heritage Center,경기문화재연구원,2010,Southern Gyeonggi,32,1596
37.654,126.669,PLD-18002,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2013(보고서),,,2745,25,Bronze,Gimpo Unyang-dong,김포 운양동,"Unyang-dong Ⅱ, Gimpo",김포 운양동유적Ⅱ,2-7지점 1호,Dwelling,주거지,Hangang Institute of Cultural Heritage,한강문화재연구원,2013,West Coast,15,2823
37.654,126.669,PLD-18003,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2013(보고서),,,2790,25,Bronze,Gimpo Unyang-dong,김포 운양동,"Unyang-dong Ⅱ, Gimpo",김포 운양동유적Ⅱ,2-7지점 3호,Dwelling,주거지,Hangang Institute of Cultural Heritage,한강문화재연구원,2013,West Coast,15,2893
37.654,126.669,PLD-18007,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2013(보고서),,,2870,25,Bronze,Gimpo Unyang-dong,김포 운양동,"Unyang-dong Ⅱ, Gimpo",김포 운양동유적Ⅱ,2-10지점 1구역 6호,Dwelling,주거지,Hangang Institute of Cultural Heritage,한강문화재연구원,2013,West Coast,15,2991
37.654,126.669,PLD-18009,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2013(보고서),,,2905,25,Bronze,Gimpo Unyang-dong,김포 운양동,"Unyang-dong Ⅱ, Gimpo",김포 운양동유적Ⅱ,2-10지점 1구역 9호,Dwelling,주거지,Hangang Institute of Cultural Heritage,한강문화재연구원,2013,West Coast,15,3040
37.654,126.669,PLD-18008,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2013(보고서),,,2915,25,Bronze,Gimpo Unyang-dong,김포 운양동,"Unyang-dong Ⅱ, Gimpo",김포 운양동유적Ⅱ,2-10지점 1구역 7호,Dwelling,주거지,Hangang Institute of Cultural Heritage,한강문화재연구원,2013,West Coast,15,3055
