Latitude,Longitude,Sample_ID,Sample_Material_Eng,Sample_Material,Measuring_Institution..Eng.,Measuring_Institution,Pretreatment_Institution_Eng,Pretreatment_Institution_.only.if.different.from.AMS.Lab.,Measurement_Date,R_Combine_Note,Mismatch_Flag,BP,error,Period_New,Site_Code_Eng,Site_Code,Site_OG_Eng,Site_OG,Feature,FeatureType_Eng,Feature_Type,Excavating_Institution_Eng,Excavating_Institution,Year,Sub_Region,Total_Houses,median
37.462,128.724,,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,Carbon Analysis Lab,㈜카본에널리시스랩,,,,1810,40,ProtoThree,Jeongseon Yeoryang-ri,정선 여량리,Jeongseon Yeoryang-ri (770),정선 여량리(770번지),철기시대 주거지 4호,Dwelling,주거지,Gangwon Institute of Cultural Heritage,강원도문화재연구소,2021,South Han River Basin,7,1708
37.462,128.724,,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,Carbon Analysis Lab,㈜카본에널리시스랩,,,,1840,40,ProtoThree,Jeongseon Yeoryang-ri,정선 여량리,Jeongseon Yeoryang-ri (770),정선 여량리(770번지),철기시대 주거지 2호,Dwelling,주거지,Gangwon Institute of Cultural Heritage,강원도문화재연구소,2021,South Han River Basin,7,1747
37.213,128.64,SNU06-226,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2006/12/26,,,1690,50,ProtoThree,Jeongseon Yemi-ri,정선 예미리,"Yeme-ri, Jeongseon",정선 예미리 유적,10호 주거지,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2007,South Han River Basin,14,1583
37.213,128.64,SNU06-224,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2006/12/26,,,1710,50,ProtoThree,Jeongseon Yemi-ri,정선 예미리,"Yeme-ri, Jeongseon",정선 예미리 유적,6호 주거지,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2007,South Han River Basin,14,1602
37.213,128.64,SNU06-225,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2006/12/13,,,1770,60,ProtoThree,Jeongseon Yemi-ri,정선 예미리,"Yeme-ri, Jeongseon",정선 예미리 유적,8호 주거지,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2007,South Han River Basin,14,1655
37.929,127.781,미상,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2008(보고서),,,1840,50,ProtoThree,Chuncheon Cheonjeon-ri,춘천 천전리,Cheonjeonri,천전리 유적,A-5호,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2008,North Han River Basin,28,1748
37.754,127.725,PLD-10559,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2009(보고서),R_Combined,,1802,13,ProtoThree,Chuncheon Gunjari,춘천 군자리,"Gunja-ri site, Chuncheon",춘천 군자리 유적,1호 YMCC-17,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2009,North Han River Basin,2,1704
37.885,127.717,SNU12-478,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2013/04/08,Selected based on archaeological context,,1920,40,ProtoThree,Chuncheon Geunhwa-dong,춘천 근화동,"792-2 Geunhwa-dong, Chuncheon",춘천 근화동 792-2번지 유적,철주 1호 -1,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2014,North Han River Basin,46,1835
37.896,127.693,SNU11-118,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/11/17,"R_Combined, excluded 2870 and combined 3 dates",,2694,21,Bronze,Chuncheon Geumsan-ri,춘천 금산리,"Geumsan-ri, Chuncheon",춘천 금산리유적,B-청주7호,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2012,North Han River Basin,24,2784
37.896,127.693,SNU11-123,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/11/17,Excluded latest 2620 and combined,,2784,27,Bronze,Chuncheon Geumsan-ri,춘천 금산리,"Geumsan-ri, Chuncheon",춘천 금산리유적,B-청주15호,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2012,North Han River Basin,24,2881
37.896,127.693,SNU11-125,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/11/17,R_Combined,,2794,34,Bronze,Chuncheon Geumsan-ri,춘천 금산리,"Geumsan-ri, Chuncheon",춘천 금산리유적,B-청주16호,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2012,North Han River Basin,24,2896
37.896,127.693,SNU11-120,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/11/17,"Combined into two date groups, 2870-2710-2820/2620-2620-2640. Selected earlier dates as this is Cheongju No.8 stone-lined hearth",,2821,26,Bronze,Chuncheon Geumsan-ri,춘천 금산리,"Geumsan-ri, Chuncheon",춘천 금산리유적,B-청주8호,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2012,North Han River Basin,24,2921
37.896,127.693,SNU11-113,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/11/17,R_Combined,,2835,24,Bronze,Chuncheon Geumsan-ri,춘천 금산리,"Geumsan-ri, Chuncheon",춘천 금산리유적,B-청주1호,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2012,North Han River Basin,24,2936
37.896,127.693,SNU11-111,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/11/17,"R_Combined, excluded 2670 and combined dates. Stone-lined hearth present",,2884,24,Bronze,Chuncheon Geumsan-ri,춘천 금산리,"Geumsan-ri, Chuncheon",춘천 금산리유적,A-청주2호,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2012,North Han River Basin,24,3013
37.896,127.693,SNU11-108,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/11/17,"R_Combined, selected 4 earliest dates as stone-lined hearth present",,2926,22,Bronze,Chuncheon Geumsan-ri,춘천 금산리,"Geumsan-ri, Chuncheon",춘천 금산리유적,A-청주1호,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2012,North Han River Basin,24,3075
37.896,127.693,SNU11-116,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011/11/17,"R_Combined, excluded earliest date",,2936,18,Bronze,Chuncheon Geumsan-ri,춘천 금산리,"Geumsan-ri, Chuncheon",춘천 금산리유적,B-청주4호,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2012,North Han River Basin,24,3098
37.922,127.713,SNU09-100,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2010/02/08,R_Combined,,2284,34,Bronze,Chuncheon Sinmae-ri,춘천 신매리,"The Sinmae Dike Construction site. Sinmaeri, Chuncheon , Kangwondo, Korea",춘천 북한강수계 기존제방 보강공사 구간내(신매 1제),6호 주거지,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2012,North Han River Basin,77,2304
37.922,127.713,SNU09-102,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2010/02/08,"R_Combine not possible, confirmation needed, 2320 too late so selected 2530",,2530,50,Bronze,Chuncheon Sinmae-ri,춘천 신매리,"The Sinmae Dike Construction site. Sinmaeri, Chuncheon , Kangwondo, Korea",춘천 북한강수계 기존제방 보강공사 구간내(신매 1제),5호 주거지,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2012,North Han River Basin,77,2595
37.922,127.713,OWd091107,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2011/09/22,"R_Combine not possible, confirmation needed, selected 2500s date considering red-burnished pouch-shaped vessel",,2540,50,Bronze,Chuncheon Sinmae-ri,춘천 신매리,"The Sinmae Dike Construction site. Sinmaeri, Chuncheon , Kangwondo, Korea",춘천 북한강수계 기존제방 보강공사 구간내(신매 1제),2호 주거지,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2012,North Han River Basin,77,2611
37.922,127.713,OWd091103,Charcoal (wood charcoal),목탄,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,,,2011/09/22,"R_Combine not possible, selected 2500s considering perforated pottery",,2580,50,Bronze,Chuncheon Sinmae-ri,춘천 신매리,"The Sinmae Dike Construction site. Sinmaeri, Chuncheon , Kangwondo, Korea",춘천 북한강수계 기존제방 보강공사 구간내(신매 1제),3호 주거지,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2012,North Han River Basin,77,2705
37.922,127.713,SNU09-101,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2010/03/29,R_Combined,,2951,31,Bronze,Chuncheon Sinmae-ri,춘천 신매리,"The Sinmae Dike Construction site. Sinmaeri, Chuncheon , Kangwondo, Korea",춘천 북한강수계 기존제방 보강공사 구간내(신매 1제),1호 주거지,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2012,North Han River Basin,77,3111
37.939,127.755,PLD-21405,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2014(보고서),,,2595,20,Bronze,Chuncheon Sancheon-ri,춘천 산천리,"Sancheon-ri Site, Chuncheon",춘천 산천리유적,18호,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2014,North Han River Basin,44,2740
37.939,127.755,PLD-21404,Carbonized residue attached to pottery,토기부착탄화물,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2014(보고서),,,2675,20,Bronze,Chuncheon Sancheon-ri,춘천 산천리,"Sancheon-ri Site, Chuncheon",춘천 산천리유적,11호,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2014,North Han River Basin,44,2770
37.939,127.755,PLD-21402,Carbonized herbaceous plant (rice),탄화초본(벼),"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2014(보고서),"O, high T-value, difficult to judge without artifacts",,2825,15,Bronze,Chuncheon Sancheon-ri,춘천 산천리,"Sancheon-ri Site, Chuncheon",춘천 산천리유적,1호,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2014,North Han River Basin,44,2923
37.873,127.695,미상,Unknown,미상,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,Carbon Analysis Lab,Carbon Analysis Lab,2016/08/17,,,2440,40,Bronze,Chuncheon Samcheon-dong,춘천 삼천동,"Samcheon-dong 269-3, Chuncheon",춘천 삼천동 269-3번지 유적,2호,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2016,North Han River Basin,13,2496
37.873,127.695,미상,Unknown,미상,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,Carbon Analysis Lab,Carbon Analysis Lab,2016/08/17,,,2450,40,Bronze,Chuncheon Samcheon-dong,춘천 삼천동,"Samcheon-dong 269-3, Chuncheon",춘천 삼천동 269-3번지 유적,3호,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2016,North Han River Basin,13,2523
37.873,127.695,미상,Unknown,미상,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,Carbon Analysis Lab,Carbon Analysis Lab,2016/08/17,,,2510,40,Bronze,Chuncheon Samcheon-dong,춘천 삼천동,"Samcheon-dong 269-3, Chuncheon",춘천 삼천동 269-3번지 유적,4호,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2016,North Han River Basin,13,2587
37.873,127.695,미상,Unknown,미상,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,Carbon Analysis Lab,Carbon Analysis Lab,2016/08/17,,,2690,40,Bronze,Chuncheon Samcheon-dong,춘천 삼천동,"Samcheon-dong 269-3, Chuncheon",춘천 삼천동 269-3번지 유적,5호,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2016,North Han River Basin,13,2798
37.873,127.695,미상,Unknown,미상,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,Carbon Analysis Lab,Carbon Analysis Lab,2016/08/17,,,2850,40,Bronze,Chuncheon Samcheon-dong,춘천 삼천동,"Samcheon-dong 269-3, Chuncheon",춘천 삼천동 269-3번지 유적,10호,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2016,North Han River Basin,13,2963
37.873,127.695,미상,Unknown,미상,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,Carbon Analysis Lab,Carbon Analysis Lab,2016/08/17,,,2930,40,Bronze,Chuncheon Samcheon-dong,춘천 삼천동,"Samcheon-dong 269-3, Chuncheon",춘천 삼천동 269-3번지 유적,1호,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2016,North Han River Basin,13,3081
37.873,127.695,미상,Unknown,미상,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,Carbon Analysis Lab,Carbon Analysis Lab,2016/08/17,,,2930,40,Bronze,Chuncheon Samcheon-dong,춘천 삼천동,"Samcheon-dong 269-3, Chuncheon",춘천 삼천동 269-3번지 유적,7호,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2016,North Han River Basin,13,3081
37.873,127.695,미상,Unknown,미상,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,Carbon Analysis Lab,Carbon Analysis Lab,2016/08/17,,,2940,40,Bronze,Chuncheon Samcheon-dong,춘천 삼천동,"Samcheon-dong 269-3, Chuncheon",춘천 삼천동 269-3번지 유적,8호,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2016,North Han River Basin,13,3096
37.873,127.695,미상,Unknown,미상,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,Carbon Analysis Lab,Carbon Analysis Lab,2016/08/17,,,2970,40,Bronze,Chuncheon Samcheon-dong,춘천 삼천동,"Samcheon-dong 269-3, Chuncheon",춘천 삼천동 269-3번지 유적,9호,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2016,North Han River Basin,13,3137
37.885,127.717,SNU12-481,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2013/04/08,Selected based on archaeological context,,1940,40,ProtoThree,Chuncheon Geunhwa-dong,춘천 근화동,"792-2 Geunhwa-dong, Chuncheon",춘천 근화동 792-2번지 유적,철주 2호 -2,Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2014,North Han River Basin,46,1862
37.867,127.71,KISTAMS 1700084,Charcoal (p.71),목탄(p.71.),Korea Institute of Science and Technology (KIST),한국과학기술연구원(KIST),,,2017/09/26,,,2803,28,Bronze,Chuncheon Samcheon-dong,춘천 삼천동,Chunchwon Samchwondong,춘천 삼천동유적,3호 주거지(바닥),Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2019,North Han River Basin,13,2906
37.867,127.71,KISTAMS 1700083,Charcoal (p.71),목탄(p.71.),Korea Institute of Science and Technology (KIST),한국과학기술연구원(KIST),,,2017/09/26,,,2817,28,Bronze,Chuncheon Samcheon-dong,춘천 삼천동,Chunchwon Samchwondong,춘천 삼천동유적,2호 주거지(바닥),Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2019,North Han River Basin,13,2917
37.867,127.71,KISTAMS 1700082,Charcoal (p.71),목탄(p.71.),Korea Institute of Science and Technology (KIST),한국과학기술연구원(KIST),,,2017/09/26,,,2873,30,Bronze,Chuncheon Samcheon-dong,춘천 삼천동,Chunchwon Samchwondong,춘천 삼천동유적,1호 주거지(바닥),Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2019,North Han River Basin,13,2997
37.857,127.69,PLD-15437,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2010(보고서),,1,1120,20,Bronze,Chuncheon Songam-dong,춘천 송암동,"Songam-dong Site, Chuncheon",춘천 송암동 유적,청동기 2호 YMSA-03,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2010,North Han River Basin,3,1012
37.857,127.69,PLD-15438,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2010(보고서),,,2485,20,Bronze,Chuncheon Songam-dong,춘천 송암동,"Songam-dong Site, Chuncheon",춘천 송암동 유적,청동기 3호 YMSA-04,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2010,North Han River Basin,3,2586
37.857,127.69,PLD-15436,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2010(보고서),,,2745,25,Bronze,Chuncheon Songam-dong,춘천 송암동,"Songam-dong Site, Chuncheon",춘천 송암동 유적,청동기 1호 YMSA-02,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2010,North Han River Basin,3,2823
37.885,127.717,SNU10-333,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2010/11/29,,,1640,60,ProtoThree,Chuncheon Geunhwa-dong,춘천 근화동,"Geunhwa-dong, Chuncheon",춘천 근화동 유적(A지구),수혈 건물지 12호-1,Dwelling,주거지,Gangwon Research Institute of Archaeological and Cultural Properties,강원고고문화연구원,2011,North Han River Basin,46,1517
37.885,127.717,SNU10-330,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2010/11/29,,,1690,50,ProtoThree,Chuncheon Geunhwa-dong,춘천 근화동,"Geunhwa-dong, Chuncheon",춘천 근화동 유적(A지구),수혈 건물지 8호-1,Dwelling,주거지,Gangwon Research Institute of Archaeological and Cultural Properties,강원고고문화연구원,2011,North Han River Basin,46,1583
37.923,127.709,KCP 431,Charcoal (wood charcoal),목탄,National Research Institute of Cultural Heritage,국립문화재연구소,,,2003(보고서),R_Combined,,2625,36,Bronze,Chuncheon Sinmae-ri,춘천 신매리,"The SinMae Bridge Dwelling Site, Chunchon, Kangwondo, Korea",춘천 신매대교 부지,27호,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2003,North Han River Basin,77,2750
37.923,127.709,KCP 430,Charcoal (wood charcoal),목탄,National Research Institute of Cultural Heritage,국립문화재연구소,,,2003(보고서),R_Combined,,2930,36,Bronze,Chuncheon Sinmae-ri,춘천 신매리,"The SinMae Bridge Dwelling Site, Chunchon, Kangwondo, Korea",춘천 신매대교 부지,18호,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2003,North Han River Basin,77,3081
37.923,127.709,KCP 429,Charcoal (wood charcoal),목탄,National Research Institute of Cultural Heritage,국립문화재연구소,,,2003(보고서),"R_Combine not possible, contextually...combined 3026 might be acceptable..",,3026,36,Bronze,Chuncheon Sinmae-ri,춘천 신매리,"The SinMae Bridge Dwelling Site, Chunchon, Kangwondo, Korea",춘천 신매대교 부지,17호,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2003,North Han River Basin,77,3228
37.885,127.717,SNU10-336,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2010/11/29,,,2110,50,ProtoThree,Chuncheon Geunhwa-dong,춘천 근화동,"Geunhwa-dong, Chuncheon",춘천 근화동 유적(A지구),수혈 건물지 26호-1,Dwelling,주거지,Gangwon Research Institute of Archaeological and Cultural Properties,강원고고문화연구원,2011,North Han River Basin,46,2078
37.885,127.717,SNU10-334,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2010/11/29,,,2190,36,ProtoThree,Chuncheon Geunhwa-dong,춘천 근화동,"Geunhwa-dong, Chuncheon",춘천 근화동 유적(A지구),수혈 건물지 18호-1,Dwelling,주거지,Gangwon Research Institute of Archaeological and Cultural Properties,강원고고문화연구원,2011,North Han River Basin,46,2221
37.885,127.717,SNU10-331,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2010/11/29,,,2260,36,ProtoThree,Chuncheon Geunhwa-dong,춘천 근화동,"Geunhwa-dong, Chuncheon",춘천 근화동 유적(A지구),수혈 건물지 11호-1,Dwelling,주거지,Gangwon Research Institute of Archaeological and Cultural Properties,강원고고문화연구원,2011,North Han River Basin,46,2232
37.885,127.717,PLD-18880,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2011(보고서),,,1840,20,ProtoThree,Chuncheon Geunhwa-dong,춘천 근화동,"Geunhwa-dong Site, Chuncheon",춘천 근화동 유적(C지구),YMCS-1(철-3호 주거지),Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2011,North Han River Basin,46,1737
37.917,127.713,KCL16-212,Charcoal (wood charcoal),목탄,Korea Institute of Science and Technology (KIST),한국과학기술연구원(KIST),Kongju National University,국립공주대학교,2017.06,,,2860,40,Bronze,Chuncheon Sinmae-ri,춘천 신매리,Chuncheon Sinmae-ri 66-14 Site,춘천 신매리 66-14번지 유적,"춘천 신매리 66-14번지 소규모 발굴조사
 주거지 1호",Dwelling,주거지,Korea Heritage Agency,한국문화재재단,2018,North Han River Basin,77,2980
37.865,127.692,KCP434,Charcoal (wood charcoal),목탄,National Research Institute of Cultural Heritage,국립문화재연구소,,,2000(보고서),R_Combined,,1792,32,ProtoThree,Chuncheon Samcheon-dong,춘천 삼천동,"The SamChun-dong Dwelling Site. Chunchon, Kangwondo, Korea",춘천 삼천동 유적,1호(하),Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2002,North Han River Basin,1,1663
37.919,127.712,KCP 432,Charcoal (wood charcoal),목탄,National Research Institute of Cultural Heritage,국립문화재연구소,,,2003(보고서),R_Combined,,1984,27,ProtoThree,Chuncheon Sinmae-ri,춘천 신매리,"The SinMae Bridge Dwelling Site, Chunchon, Kangwondo, Korea",춘천 신매대교 부지,7호,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2003,North Han River Basin,30,1916
37.919,127.712,KCP 433,Charcoal (wood charcoal),목탄,National Research Institute of Cultural Heritage,국립문화재연구소,,,2003(보고서),R_Combined,,2012,32,ProtoThree,Chuncheon Sinmae-ri,춘천 신매리,"The SinMae Bridge Dwelling Site, Chunchon, Kangwondo, Korea",춘천 신매대교 부지,20호,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2003,North Han River Basin,30,1949
37.919,127.712,SNU04-888,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2005/07/20,R_Combined,,1946,27,ProtoThree,Chuncheon Sinmae-ri,춘천 신매리,"Sinmae-ri Site, Chuncheon",춘천 신매리 54-4번지 유적,철기시대 1호 (SM-1),Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2005,North Han River Basin,30,1871
37.919,127.712,SNU04-892,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2005/11/08,,,2000,40,ProtoThree,Chuncheon Sinmae-ri,춘천 신매리,"Sinmae-ri Site, Chuncheon",춘천 신매리 54-4번지 유적,주거지 출토 목탄시료(SM-5),Dwelling,주거지,Gangwon Research Institute of Cultural Properties,강원문화재연구소,2005,North Han River Basin,30,1934
37.919,127.712,KCL16-214,Charcoal (wood charcoal),목탄,Kongju National University,국립공주대학교,,,,,,1939,36,ProtoThree,Chuncheon Sinmae-ri,춘천 신매리,Chuncheon Sinmae-ri 66-14 Small-scale Excavation,춘천 신매리 66-14번지 소규모 발굴조사,철기시대 주거지 5호-1(북쪽끝),Dwelling,주거지,Korea Heritage Agency,한국문화재보호재단,2018,North Han River Basin,30,1861
37.919,127.712,KCL16-213,Charcoal (wood charcoal),목탄,Kongju National University,국립공주대학교,,,,,,2152,26,ProtoThree,Chuncheon Sinmae-ri,춘천 신매리,Chuncheon Sinmae-ri 66-14 Small-scale Excavation,춘천 신매리 66-14번지 소규모 발굴조사,철기시대 주거지 2호,Dwelling,주거지,Korea Heritage Agency,한국문화재보호재단,2018,North Han River Basin,30,2136
37.919,127.712,,Unknown,미상,Unknown,,,,,,,1830,30,ProtoThree,Chuncheon Sinmae-ri,춘천 신매리,Chuncheon Sinmae-ri 70-6,춘천 신매리 70-6번지,14호 주거지(시대 명시를 안함),Dwelling,주거지,Kukgang Archaeological Institute,국강고고학연구소,2019,North Han River Basin,30,1731
37.922,127.712,YMSM-1,Not specified,,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,Carbon Analysis Lab,Carbon Analysis Lab,2015/07/08,,,2630,30,Bronze,Chuncheon Sinmae-ri,춘천 신매리,"Sinmae-ri Site II, Chuncheon",춘천 신매리 유적 II,1호,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2017,North Han River Basin,77,2752
37.922,127.712,YMSM-3,Not specified,,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,Carbon Analysis Lab,Carbon Analysis Lab,2015/07/08,,,2750,30,Bronze,Chuncheon Sinmae-ri,춘천 신매리,"Sinmae-ri Site II, Chuncheon",춘천 신매리 유적 II,4호,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2017,North Han River Basin,77,2830
37.922,127.712,YMSM-4,Not specified,,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,Carbon Analysis Lab,Carbon Analysis Lab,2015/07/08,,,2860,40,Bronze,Chuncheon Sinmae-ri,춘천 신매리,"Sinmae-ri Site II, Chuncheon",춘천 신매리 유적 II,5호,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2017,North Han River Basin,77,2980
37.922,127.712,YMSM-2,Not specified,,Korea Institute of Geoscience and Mineral Resources (KIGAM),한국지질자원연구원,Carbon Analysis Lab,Carbon Analysis Lab,2015/07/08,,,3010,50,Bronze,Chuncheon Sinmae-ri,춘천 신매리,"Sinmae-ri Site II, Chuncheon",춘천 신매리 유적 II,3호,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2017,North Han River Basin,77,3201
37.929,127.709,YMCS07,Uncertain / Question mark,?,Korea Institute of Science and Technology (KIST),한국과학기술연구원(KIST),,,2019/01/07,,,2363,24,Bronze,Chuncheon Sinmae-ri,춘천 신매리,Chuncheon Sinmae-ri Site III,춘천 신매리 유적 III,I구역 청동기 19호 주거지,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2021,North Han River Basin,77,2362
37.93,127.711,CS-03,Uncertain / Question mark,?,Korea Institute of Science and Technology (KIST),한국과학기술연구원(KIST),,,2019/12/09,,,2421,21,Bronze,Chuncheon Sinmae-ri,춘천 신매리,Chuncheon Sinmae-ri Site III,춘천 신매리 유적 III,II구역 청동기 2호 주거지,Dwelling,주거지,Yemaek Institute of Cultural Properties,예맥문화재연구원,2021,North Han River Basin,77,2436
