Latitude,Longitude,Sample_ID,Sample_Material_Eng,Sample_Material,Measuring_Institution (Eng),Measuring_Institution,Pretreatment_Institution_Eng,Pretreatment_Institution_.only.if.different.from.AMS.Lab.,Measurement_Date,BP,error,Period_New,Site_Code_Eng,Site_Code,Site_OG_Eng,Site_OG,Feature,FeatureType_Eng,Feature_Type,Excavating_Institution_Eng,Excavating_Institution,Year,면적.m2.,전체주거지수.추정주거지.수,전체.면적.강원은.없음.,추정유무,융기문,즐문,이중구연,미상.추정.,비고,돌대각목,역삼동,가락동,흔암리,송국리,검단리.천전리,미상.추정..1,비고.1,원형점토,미상.초기철기.,비고.2,삼각점토,미상.추정..2,비고.3,경질무문,미상.추정..3,비고.4,원삼국.삼국,미상.추정..4,비고.5,고구려,미상.추정..5,비고.6,통신이후,미상..추정.,비고.7,충청.신석기.홍도,청동기.충청.홍도
37.557,127.13,SNU10-960,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011-06-07,2980 ,60,Bronze,Seoul Godeok-dong,서울 고덕동,"The Godeok-dong Site, Seoul",서울 고덕동 유적,D구역 1호 주거지 - 1구역 바닥면-1,Dwelling,주거지,Kyung Hee University Museum,경희대학교 중앙박물관,2012,,,추정불가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.557,127.13,SNU10-961,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011-06-07,2750 ,40,Bronze,Seoul Godeok-dong,서울 고덕동,"The Godeok-dong Site, Seoul",서울 고덕동 유적,D구역 1호 주거지 - 3구역 바닥면-1,Dwelling,주거지,Kyung Hee University Museum,경희대학교 중앙박물관,2012,,,추정불가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.557,127.13,SNU10-962,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011-06-07,2900 ,50,Bronze,Seoul Godeok-dong,서울 고덕동,"The Godeok-dong Site, Seoul",서울 고덕동 유적,D구역 1호 주거지 - 5구역 노지-1,Dwelling,주거지,Kyung Hee University Museum,경희대학교 중앙박물관,2012,,,추정불가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.557,127.13,SNU10-963,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011-06-07,2810 ,50,Bronze,Seoul Godeok-dong,서울 고덕동,"The Godeok-dong Site, Seoul",서울 고덕동 유적,D구역 1호 주거지 - 5구역 노지-2,Dwelling,주거지,Kyung Hee University Museum,경희대학교 중앙박물관,2012,,,추정불가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.557,127.13,SNU10-964,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011-06-07,2830 ,50,Bronze,Seoul Godeok-dong,서울 고덕동,"The Godeok-dong Site, Seoul",서울 고덕동 유적,D구역 2호 주거지 - 3구역 노출면 3cm하강-1,Dwelling,주거지,Kyung Hee University Museum,경희대학교 중앙박물관,2012,,,추정불가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.557,127.13,SNU10-965,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011-06-07,3070 ,250,Bronze,Seoul Godeok-dong,서울 고덕동,"The Godeok-dong Site, Seoul",서울 고덕동 유적,D구역 2호 주거지 - 3구역 노출면 3cm하강-2,Dwelling,주거지,Kyung Hee University Museum,경희대학교 중앙박물관,2012,,,추정불가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.557,127.13,SNU10-966,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011-06-07,2760 ,40,Bronze,Seoul Godeok-dong,서울 고덕동,"The Godeok-dong Site, Seoul",서울 고덕동 유적,D구역 2호 주거지 - 3구역 노출면 5cm하강-1,Dwelling,주거지,Kyung Hee University Museum,경희대학교 중앙박물관,2012,,,추정불가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.557,127.13,SNU10-967,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011-06-07,2930 ,40,Bronze,Seoul Godeok-dong,서울 고덕동,"The Godeok-dong Site, Seoul",서울 고덕동 유적,D구역 2호 주거지 - 3구역 노출면 5cm하강-2,Dwelling,주거지,Kyung Hee University Museum,경희대학교 중앙박물관,2012,,,추정불가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.557,127.13,SNU10-968,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011-06-07,2310 ,40,Bronze,Seoul Godeok-dong,서울 고덕동,"The Godeok-dong Site, Seoul",서울 고덕동 유적,D구역 3호 주거지 - 바닥면-1,Dwelling,주거지,Kyung Hee University Museum,경희대학교 중앙박물관,2012,,,추정불가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.557,127.13,SNU10-969,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011-06-07,2360 ,40,Bronze,Seoul Godeok-dong,서울 고덕동,"The Godeok-dong Site, Seoul",서울 고덕동 유적,D구역 3호 주거지 - 3구역 바닥면-2,Dwelling,주거지,Kyung Hee University Museum,경희대학교 중앙박물관,2012,,,추정불가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.557,127.13,SNU10-970,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011-06-07,2440 ,50,Bronze,Seoul Godeok-dong,서울 고덕동,"The Godeok-dong Site, Seoul",서울 고덕동 유적,D구역 3호 주거지 - 바닥면-3,Dwelling,주거지,Kyung Hee University Museum,경희대학교 중앙박물관,2012,,,추정불가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.557,127.13,SNU10-971,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011-06-07,2570 ,40,Bronze,Seoul Godeok-dong,서울 고덕동,"The Godeok-dong Site, Seoul",서울 고덕동 유적,D구역 5호 주거지 - 노지주변 바닥면-1,Dwelling,주거지,Kyung Hee University Museum,경희대학교 중앙박물관,2012,,,추정불가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.557,127.13,SNU10-972,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011-06-07,2580 ,40,Bronze,Seoul Godeok-dong,서울 고덕동,"The Godeok-dong Site, Seoul",서울 고덕동 유적,D구역 5호 주거지 - 바닥면-1,Dwelling,주거지,Kyung Hee University Museum,경희대학교 중앙박물관,2012,,,추정불가,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,
37.557,127.13,SNU10-973,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2011-06-07,2550 ,40,Bronze,Seoul Godeok-dong,서울 고덕동,"The Godeok-dong Site, Seoul",서울 고덕동 유적,D구역 5호 주거지 - 바닥면-2,Dwelling,주거지,Kyung Hee University Museum,경희대학교 중앙박물관,2012,,,추정불가,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.814,127.518,가평 달전리 15호,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2007(보고서),2610 ,60,Bronze,Gapyeong Daljeon-ri,가평 달전리,"The DalJeon-li Site, Gapyeong",가평 달전리 유적,15호,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2007,17.28,,,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,
37.814,127.518,가평 달전리 15호,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2007(보고서),2640 ,50,Bronze,Gapyeong Daljeon-ri,가평 달전리,"The DalJeon-li Site, Gapyeong",가평 달전리 유적,15호,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.814,127.518,가평 달전리 18호,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2007(보고서),2540 ,60,Bronze,Gapyeong Daljeon-ri,가평 달전리,"The DalJeon-li Site, Gapyeong",가평 달전리 유적,18호 - 바닥확인 후 수습,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.814,127.518,가평 달전리 18호,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2007(보고서),2550 ,80,Bronze,Gapyeong Daljeon-ri,가평 달전리,"The DalJeon-li Site, Gapyeong",가평 달전리 유적,18호,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.814,127.518,가평 달전리 18호 유구-11,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2007(보고서),2630 ,60,Bronze,Gapyeong Daljeon-ri,가평 달전리,"The DalJeon-li Site, Gapyeong",가평 달전리 유적,18호 - 바닥 정리 중 남서쪽 모서리 인근 수습,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.814,127.518,가평 달전리 18호 유구-9,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2007(보고서),2500 ,60,Bronze,Gapyeong Daljeon-ri,가평 달전리,"The DalJeon-li Site, Gapyeong",가평 달전리 유적,18호 - 바닥 정리 후 수습,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2007,24.14,,,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,
37.814,127.518,가평 달전리 19호 유구-12,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2007(보고서),2580 ,40,Bronze,Gapyeong Daljeon-ri,가평 달전리,"The DalJeon-li Site, Gapyeong",가평 달전리 유적,19호 - 바닥 확인 후 수습,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2007,21.84,,,○,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,
37.814,127.518,가평 달전리 19호 유구-13,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2007(보고서),2550 ,80,Bronze,Gapyeong Daljeon-ri,가평 달전리,"The DalJeon-li Site, Gapyeong",가평 달전리 유적,19호 - 바닥 확인 후 수습,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.814,127.518,가평 달전리 1호,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2007(보고서),2490 ,40,Bronze,Gapyeong Daljeon-ri,가평 달전리,"The DalJeon-li Site, Gapyeong",가평 달전리 유적,1호 - 바닥 확인 후 수습,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2007,19.44,,,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,
37.814,127.518,가평 달전리 1호 유구 곡물-3,Grain,곡물,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2007(보고서),2750 ,40,Bronze,Gapyeong Daljeon-ri,가평 달전리,"The DalJeon-li Site, Gapyeong",가평 달전리 유적,1호,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.814,127.518,가평 달전리 1호 유구-1,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2007(보고서),2510 ,40,Bronze,Gapyeong Daljeon-ri,가평 달전리,"The DalJeon-li Site, Gapyeong",가평 달전리 유적,1호 - 바닥 확인 후 수습,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.814,127.518,가평 달전리 22호 유구-21,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2007(보고서),2360 ,30,Bronze,Gapyeong Daljeon-ri,가평 달전리,"The DalJeon-li Site, Gapyeong",가평 달전리 유적,22호 - 바닥 확인 후 수습,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2007,19.38,,,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,
37.814,127.518,가평 달전리 25호 유구,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2007(보고서),2430 ,40,Bronze,Gapyeong Daljeon-ri,가평 달전리,"The DalJeon-li Site, Gapyeong",가평 달전리 유적,25호 - 북벽 유구 수습,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2007,18.94,,,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,
37.814,127.518,가평 달전리 35호 유구 곡물-1,Grain,곡물,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2007(보고서),2520 ,40,Bronze,Gapyeong Daljeon-ri,가평 달전리,"The DalJeon-li Site, Gapyeong",가평 달전리 유적,35호,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.814,127.518,가평 달전리 35호 유구 곡물-2,Grain,곡물,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2007(보고서),2590 ,40,Bronze,Gapyeong Daljeon-ri,가평 달전리,"The DalJeon-li Site, Gapyeong",가평 달전리 유적,35호,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.814,127.518,가평 달전리 35호 유구-39,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2007(보고서),2450 ,40,Bronze,Gapyeong Daljeon-ri,가평 달전리,"The DalJeon-li Site, Gapyeong",가평 달전리 유적,35호 - 바닥 정리 후 수습,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2007,26.21,,,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,
37.814,127.518,가평 달전리 35호 유구-42-3,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2007(보고서),2550 ,40,Bronze,Gapyeong Daljeon-ri,가평 달전리,"The DalJeon-li Site, Gapyeong",가평 달전리 유적,35호 - 밥닥 정리 후 수습,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.814,127.518,가평 달전리 35호 유구-44,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2007(보고서),2750 ,40,Bronze,Gapyeong Daljeon-ri,가평 달전리,"The DalJeon-li Site, Gapyeong",가평 달전리 유적,35호 - 바닥 정리 후 수습,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.814,127.518,가평 달전리 36호 유구,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2007(보고서),3110 ,60,Bronze,Gapyeong Daljeon-ri,가평 달전리,"The DalJeon-li Site, Gapyeong",가평 달전리 유적,36호 - 퇴적토 제거 중 수습,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2007,32.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.814,127.518,가평 달전리 37호 유구-1,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2007(보고서),2440 ,40,Bronze,Gapyeong Daljeon-ri,가평 달전리,"The DalJeon-li Site, Gapyeong",가평 달전리 유적,37호 - 바닥,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2007,23.8,,,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,
37.814,127.518,가평 달전리 37호 유구-2,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2007(보고서),2670 ,40,Bronze,Gapyeong Daljeon-ri,가평 달전리,"The DalJeon-li Site, Gapyeong",가평 달전리 유적,37호 - 바닥,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.814,127.518,가평 달전리 39호 유구 DJ 39,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2007(보고서),3140 ,60,Bronze,Gapyeong Daljeon-ri,가평 달전리,"The DalJeon-li Site, Gapyeong",가평 달전리 유적,39호 - 바닥,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2007,37.44,,,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,
37.814,127.518,가평 달전리 8호 유구-10,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2007(보고서),2500 ,40,Bronze,Gapyeong Daljeon-ri,가평 달전리,"The DalJeon-li Site, Gapyeong",가평 달전리 유적,8호 - 바닥 확인 후 수습,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.814,127.518,가평 달전리 8호 유구-12,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2007(보고서),2540 ,60,Bronze,Gapyeong Daljeon-ri,가평 달전리,"The DalJeon-li Site, Gapyeong",가평 달전리 유적,8호 - 바닥 확인 후 수습,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.814,127.518,가평 달전리 8호 유구-2,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2007(보고서),2410 ,70,Bronze,Gapyeong Daljeon-ri,가평 달전리,"The DalJeon-li Site, Gapyeong",가평 달전리 유적,8호 - 바닥 확인 후 수습,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2007,13.88,,,,,,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,
37.814,127.518,가평 달전리 9호 유구-3,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2007(보고서),2530 ,80,Bronze,Gapyeong Daljeon-ri,가평 달전리,"The DalJeon-li Site, Gapyeong",가평 달전리 유적,9호 - 북벽 구덩이 중 중간 구덩이 수습,Dwelling,주거지,Hallym University Museum,한림대학교 박물관,2007,30.45,,,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,
37.683,127.38,PLD-6343,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2009(보고서),2805 ,20,Bronze,Gapyeong Daeseong-ri,가평 대성리,Gapyeong Daeseongri,가평 대성리 유적,청17호 주거지,Dwelling,주거지,Gyeonggi History and Cultural Heritage Center,경기문화재연구원,2009,23.8,,,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,
37.683,127.38,PLD-6344,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2009(보고서),2945 ,20,Bronze,Gapyeong Daeseong-ri,가평 대성리,Gapyeong Daeseongri,가평 대성리 유적,청25호 주거지,Dwelling,주거지,Gyeonggi History and Cultural Heritage Center,경기문화재연구원,2009,22.87,,,○,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.791,127.346,SNU07-539,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2008-04-23,3030 ,60,Bronze,Gapyeong Yeonha-ri,가평 연하리,Gapyeong Yeonha-ri,가평 연하리유적,A-다지구 1호,Dwelling,주거지,Hanbaek Research Institute of Cultural Heritage,한백문화재연구원,2009,86.8,,,,,O,,,무문토기,O,,O,,,,,,,,,,,,,,,,,,,,,,,,,
37.791,127.346,SNU07-540,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2008-04-23,3070 ,50,Bronze,Gapyeong Yeonha-ri,가평 연하리,Gapyeong Yeonha-ri,가평 연하리유적,A-다지구 1호,Dwelling,주거지,Hanbaek Research Institute of Cultural Heritage,한백문화재연구원,2009,86.8,,,,,O,,,,O,,O,,,,,,,,,,,,,,,,,,,,,,,,,
37.791,127.346,SNU07-541,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2008-04-23,3000 ,60,Bronze,Gapyeong Yeonha-ri,가평 연하리,Gapyeong Yeonha-ri,가평 연하리유적,A-다지구 1호,Dwelling,주거지,Hanbaek Research Institute of Cultural Heritage,한백문화재연구원,2009,86.8,,,,,O,,,,O,,O,,,,,,,,,,,,,,,,,,,,,,,,,
37.791,127.346,SNU07-542,Charcoal (wood charcoal),목탄,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2008-03-11,2810 ,60,Bronze,Gapyeong Yeonha-ri,가평 연하리,Gapyeong Yeonha-ri,가평 연하리유적,A-다지구 1호,Dwelling,주거지,Hanbaek Research Institute of Cultural Heritage,한백문화재연구원,2009,86.8,,,,,O,,,,O,,O,,,,,,,,,,,,,,,,,,,,,,,,,
37.791,127.346,SNU07-543,Charcoal and carbonized grains,목탄 및 탄화곡물,National Center for Inter-University Research Facilities,서울대학교 기초과학공동기기원,,,2008-03-11,3090 ,60,Bronze,Gapyeong Yeonha-ri,가평 연하리,Gapyeong Yeonha-ri,가평 연하리유적,A-다지구 1호,Dwelling,주거지,Hanbaek Research Institute of Cultural Heritage,한백문화재연구원,2009,86.8,,,,,O,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.632,126.859,PLD-16845,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2012(보고서),2495 ,20,Bronze,Goyang Donae-dong,고양 도내동,"Donae-dong, Goyang",고양 도내동 유적,1-1호 주거지,Dwelling,주거지,Gyeore Institute of Cultural Heritage,겨레문화유산연구원,2012,6.53,,,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,
37.632,126.859,PLD-16846,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2012(보고서),2650 ,20,Bronze,Goyang Donae-dong,고양 도내동,"Donae-dong, Goyang",고양 도내동 유적,1-6호 주거지,Dwelling,주거지,Gyeore Institute of Cultural Heritage,겨레문화유산연구원,2012,9.19,,,○,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,
37.632,126.859,PLD-16847,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2012(보고서),2545 ,20,Bronze,Goyang Donae-dong,고양 도내동,"Donae-dong, Goyang",고양 도내동 유적,1-7호 주거지,Dwelling,주거지,Gyeore Institute of Cultural Heritage,겨레문화유산연구원,2012,11.55,,,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,
37.632,126.859,PLD-16848,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2012(보고서),2545 ,20,Bronze,Goyang Donae-dong,고양 도내동,"Donae-dong, Goyang",고양 도내동 유적,1-10호 주거지,Dwelling,주거지,Gyeore Institute of Cultural Heritage,겨레문화유산연구원,2012,8.14,,,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,
37.632,126.859,PLD-16849,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2012(보고서),2615 ,20,Bronze,Goyang Donae-dong,고양 도내동,"Donae-dong, Goyang",고양 도내동 유적,2-1호 주거지,Dwelling,주거지,Gyeore Institute of Cultural Heritage,겨레문화유산연구원,2012,6.93,,,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,
37.632,126.859,PLD-16850,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2012(보고서),2460 ,20,Bronze,Goyang Donae-dong,고양 도내동,"Donae-dong, Goyang",고양 도내동 유적,2-2호 주거지,Dwelling,주거지,Gyeore Institute of Cultural Heritage,겨레문화유산연구원,2012,11.04,,,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,
37.632,126.859,PLD-16851,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2012(보고서),2495 ,20,Bronze,Goyang Donae-dong,고양 도내동,"Donae-dong, Goyang",고양 도내동 유적,2-5호 주거지,Dwelling,주거지,Gyeore Institute of Cultural Heritage,겨레문화유산연구원,2012,7.2,,,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,
37.284,127.069,PLD-14044,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2011(보고서),2810 ,25,Bronze,Gwanggyo New Town Cultural Site,광교 신도시 문화유적,Site at Gwanggy newtown,광교 신도시 문화유적,10-1호 주거지,Dwelling,주거지,Giho Cultural Heritage Research Center,기호문화재연구원,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.284,127.069,PLD-14045,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2011(보고서),2510 ,20,Bronze,Gwanggyo New Town Cultural Site,광교 신도시 문화유적,Site at Gwanggy newtown,광교 신도시 문화유적,10-1호 주거지,Dwelling,주거지,Giho Cultural Heritage Research Center,기호문화재연구원,2011,26.36,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.4,127.247,PLD-16924,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2012(보고서),2515 ,20,Bronze,Gwangju Yeok-dong,광주 역동,Gwangju Yeok-dong,광주 역동유적,마-4호,Dwelling,주거지,Haneol Research Institute of Cultural Heritage,한얼문화유산연구원,2012,21.8,,,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,
37.4,127.247,PLD-16925,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2012(보고서),2890 ,20,Bronze,Gwangju Yeok-dong,광주 역동,Gwangju Yeok-dong,광주 역동유적,마-5호,Dwelling,주거지,Haneol Research Institute of Cultural Heritage,한얼문화유산연구원,2012,38.4,,,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,
37.4,127.247,PLD-16926,Charcoal (wood charcoal),목탄,"Paleo Labo co., Ltd.",Paleo Labo AMS 연대측정그룹,,,2012(보고서),2815 ,20,Bronze,Gwangju Yeok-dong,광주 역동,Gwangju Yeok-dong,광주 역동유적,마-10호,Dwelling,주거지,Haneol Research Institute of Cultural Heritage,한얼문화유산연구원,2012,27.38,,,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,
